tier,new_faller,contract_id,parent_org,marketing_name,members,overall_star_2026,cs_star,clin_star,gross_forgone_qbp_musd,addressable_forgone_qbp_musd,addressable_pct,confidence,primary_sources,addr_2028_musd,addr_2029plus_musd,pct_2028,pct_2029plus,wavg_2026
C,,H5294,Centene Corporation,Wellcare By Allwell,17183,3.5,4.0,2.6,8.4,0.2,0.02,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,1.0,1.0,0.11,0.12,3.26
C,,H6813,"Devoted Health, Inc.",Devoted Health,2911,3.5,3.1,3.4,1.4,0.8,0.58,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.9,1.0,0.63,0.74,3.21
C,,H6322,McLaren Health Care Corporation,McLaren Medicare,2416,3,3.2,2.4,2.5,0.8,0.33,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.8,1.0,0.33,0.42,2.81
C,,H3811,"Samaritan Health Services, Inc.",Samaritan Advantage Health Plans,1420,3,2.9,2.9,1.5,0.7,0.50,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.8,1.0,0.50,0.65,2.89
C,,H1722,"Healthfirst, Inc.",Healthfirst Medicare Plan,1926,3,3.3,2.6,2.0,0.6,0.32,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.8,1.0,0.39,0.49,3.11
C,Y,H5377,Humana Inc.,Humana,3512,3.5,3.6,3.3,1.7,0.6,0.38,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.8,0.7,0.47,0.41,3.38
C,,H7093,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,10178,3.5,3.9,2.6,5.0,0.3,0.06,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.8,1.7,0.15,0.33,3.36
C,,H9630,Centene Corporation,Wellcare By Allwell,21298,3.5,4.0,2.7,10.4,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.8,0.0,0.08,0.00,3.42
C,,H4733,Community Health Group,Community Health Group,9901,3.5,3.8,2.7,4.8,0.8,0.16,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,2.1,0.14,0.45,3.40
C,,H3814,ATRIO Health Plans,ATRIO Health Plans,2076,2,2.9,1.5,2.1,0.7,0.31,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,1.1,0.33,0.50,2.11
C,Y,H7605,"Devoted Health, Inc.",Devoted Health,2362,3.5,3.4,3.6,1.2,0.7,0.59,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.7,0.8,0.62,0.67,3.30
C,,H5810,"Molina Healthcare, Inc.",Molina Healthcare of California,1367,3,2.9,2.7,1.4,0.6,0.46,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,0.9,0.54,0.65,2.85
C,,H6237,"Cambia Health Solutions, Inc.",Regence BlueCross BlueShield of Oregon,1862,3.5,3.3,3.7,0.9,0.6,0.68,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,0.8,0.74,0.87,3.47
C,,H1659,"UnitedHealth Group, Inc.",UnitedHealthcare,2412,3,3.7,2.7,2.5,0.5,0.20,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,1.1,0.30,0.45,3.15
C,,R5826,Humana Inc.,Humana,4651,3.5,3.7,2.9,2.3,0.4,0.19,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.7,1.0,0.29,0.43,3.41
C,,H3810,"AllCare Health, Inc.",AllCare Advantage,2436,2.5,3.3,2.0,2.5,0.7,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.6,0.9,0.24,0.34,2.54
C,,H1365,"Martin's Point Health Care, Inc.",Martin's Point Generations Advantage,3614,3.5,3.8,3.2,1.8,0.3,0.18,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.6,0.9,0.32,0.52,3.44
C,,H2237,Humana Inc.,iCare,920,2.5,2.6,2.6,0.9,0.5,0.50,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.5,0.6,0.55,0.62,2.54
C,,H5969,AlohaCare,AlohaCare,2540,3.5,3.3,3.0,1.2,0.5,0.42,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.5,0.7,0.44,0.60,3.27
C,,H9387,Centene Corporation,Wellcare By Allwell,916,2.5,2.6,2.7,0.9,0.5,0.52,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.5,0.4,0.58,0.50,2.60
C,,H9460,Health Care Service Corporation,Cigna HealthCare,1545,3,3.5,2.4,1.6,0.4,0.23,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.5,0.5,0.29,0.29,3.02
C,,H9699,USAble Mutual Insurance Company,Arkansas Blue Medicare,7937,3,3.9,2.7,8.2,0.7,0.09,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,1.8,0.05,0.22,3.26
C,,H8133,Health Care Service Corporation,Blue Cross and Blue Shield of Texas,2581,3,3.7,2.6,2.7,0.5,0.19,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.6,0.16,0.22,3.20
C,Y,H3777,CuraCor Solutions Corp.,Experience Health,1993,3.5,3.7,3.6,1.0,0.4,0.45,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.4,0.3,0.44,0.30,3.48
C,,H4676,"Troy Holdings, Inc.",Troy Medicare,1707,3,3.5,2.4,1.8,0.4,0.25,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.0,0.21,0.00,2.93
C,,H7323,Centene Corporation,Wellcare,2101,3.5,3.2,2.7,1.0,0.4,0.37,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.3,0.45,0.27,3.21
C,,H8552,"Elevance Health, Inc.",Anthem Blue Cross Life and Health Insurance Compan,1075,2.5,3.1,2.3,1.1,0.4,0.33,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.7,0.40,0.61,2.75
C,,H9147,CuraCor Solutions Corp.,Blue Cross and Blue Shield of North Carolina,3346,3.5,3.5,2.7,1.6,0.4,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.2,0.28,0.14,3.20
C,,H7678,"Molina Healthcare, Inc.","Molina Healthcare of Texas, Inc.",2691,3.5,3.6,2.8,1.3,0.3,0.24,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.4,0.31,0.27,3.42
C,,H9678,"Healthfirst, Inc.",Healthfirst Medicare Plan,642,3,3.1,2.8,0.7,0.3,0.44,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.4,0.50,0.63,3.03
C,,H2247,"UnitedHealth Group, Inc.",UnitedHealthcare,39446,3.5,4.1,2.5,19.2,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.0,0.02,0.00,3.21
C,,H2491,Centene Corporation,Wellcare,10505,3.5,4.0,2.8,5.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.4,0.0,0.08,0.00,3.52
C,,H4931,Banner Health,Banner Medicare Advantage,10807,3.5,3.9,2.9,5.3,0.3,0.05,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.3,0.0,0.06,0.00,3.49
C,,H9431,CVS Health Corporation,Aetna Medicare,693,3,3.4,3.1,0.7,0.3,0.41,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.3,0.5,0.46,0.71,3.14
C,,H0074,Centene Corporation,Wellcare,1540,3.5,3.5,2.5,0.8,0.2,0.26,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.3,0.1,0.35,0.14,3.22
C,Y,H2422,"HealthPartners, Inc.",HealthPartners,5717,3.5,4.0,3.4,2.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.3,1.5,0.12,0.53,3.60
C,,H6158,USAble Mutual Insurance Company,Arkansas Blue Medicare,4884,3,3.9,2.2,5.0,0.3,0.06,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.2,0.4,0.04,0.09,3.03
C,,H8547,Health Care Service Corporation,Blue Cross and Blue Shield of Illinois,1553,3.5,3.7,3.4,0.8,0.3,0.35,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.2,0.0,0.31,0.00,3.33
C,,H0783,Humana Inc.,Humana,514,2.5,3.2,2.5,0.5,0.2,0.35,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.2,0.2,0.43,0.46,2.63
C,,H8554,Health Care Service Corporation,"Blue Cross and Blue Shield of OK, TX",777,3,3.5,2.7,0.8,0.2,0.29,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.2,0.1,0.29,0.17,3.16
C,,H6154,Medica Holding Company,Medica,1792,3.5,3.9,3.3,0.9,0.1,0.13,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.2,0.4,0.22,0.41,3.58
C,,H4754,PacificSource,PacificSource Medicare,2524,3,3.8,2.8,2.6,0.3,0.13,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,1.2,0.06,0.46,3.32
C,,H9986,"Independent Living Systems, LLC",Florida Complete Care,1349,3,3.6,2.7,1.4,0.3,0.21,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,,0.11,,3.04
C,,H2563,Sentara Health Care (SHC),Sentara Medicare,908,3.5,3.5,2.6,0.4,0.1,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,0.2,0.29,0.38,3.25
C,,H7123,UPMC Health System,UPMC for Life Complete Care,1470,3.5,3.9,2.9,0.7,0.1,0.07,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,0.0,0.08,0.00,3.47
C,,H3186,Sanford Health,Align powered by Sanford Health Plan,2916,3,4.0,3.0,3.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,0.0,0.04,0.00,3.26
C,,H5435,"UnitedHealth Group, Inc.",UnitedHealthcare,1454,2.5,4.0,1.8,1.5,0.0,0.01,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,0.4,0.08,0.27,2.83
C,,H8176,"Molina Healthcare, Inc.",Molina Healthcare of South Carolina,3168,3.5,4.0,2.7,1.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.1,0.0,0.07,0.00,3.58
Unscored,,H0107,Health Care Service Corporation,Blue Cross and Blue Shield of Montana,101119,3.5,4.0,3.0,49.3,1.5,0.03,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,12.9,0.00,0.26,3.49
Unscored,,H9615,"MVP Health Care, Inc.",MVP HEALTH CARE,32070,3.5,3.9,3.1,15.6,1.5,0.10,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,5.8,0.00,0.37,3.58
Unscored,Y,H5386,Sharp Healthcare,Sharp Health Plan,19572,3.5,3.9,3.3,9.5,0.8,0.08,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,4.2,0.00,0.45,3.49
Unscored,,H1350,"Gemstone Holdings, Inc.",Blue Cross of Idaho,32406,3.5,4.0,3.0,15.8,0.5,0.03,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,2.3,0.00,0.14,3.40
Unscored,Y,H0104,BlueCross BlueShield of Alabama,Blue Cross and Blue Shield of Alabama,113779,3.5,4.6,2.8,55.5,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.73
Unscored,Y,H0251,"UnitedHealth Group, Inc.",UnitedHealthcare,77244,3.5,4.5,2.7,37.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.52
Unscored,Y,H0439,Health Care Service Corporation,Cigna HealthCare,30323,3.5,4.2,3.1,14.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.44
Unscored,,H1189,CHRISTUS Health,CHRISTUS Health Advantage,8889,3.5,4.2,3.0,4.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.70
Unscored,,H1304,"Cambia Health Solutions, Inc.",Regence BlueShield of Idaho,864,3.5,4.1,2.9,0.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.2,0.03,0.49,3.44
Unscored,,H1347,BlueCross BlueShield of Alabama,Patrius Health,4652,3,4.2,2.2,4.8,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.4,0.00,0.08,3.27
Unscored,Y,H1692,CVS Health Corporation,Aetna Medicare,21778,3.5,4.1,3.0,10.6,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.38
Unscored,,H1799,"Molina Healthcare, Inc.",Passport Advantage,2163,3.5,4.3,2.4,1.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.46
Unscored,,H1947,"Elevance Health, Inc.",Healthy Blue,3324,3.5,4.2,2.3,1.6,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.40
Unscored,Y,H1993,Astiva Health Holdings Incorporated,Astiva Health,49525,3.5,4.1,3.3,24.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.63
Unscored,,H2400,"BrightSpring Health Services, Inc.",Signature Advantage (HMO SNP),1072,3,4.1,2.9,1.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,,0.00,,3.17
Unscored,,H2419,South Country Health Alliance,South Country Health Alliance,932,3.5,4.0,3.4,0.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.3,0.00,0.57,3.57
Unscored,,H2816,Centene Corporation,Wellcare,1842,3.5,4.4,2.8,0.9,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.44
Unscored,Y,H3239,CVS Health Corporation,Aetna Medicare,53406,3.5,4.1,2.9,26.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.33
Unscored,Y,H3259,BlueCross BlueShield of Tennessee,BlueCare Plus Tennessee,30362,3.5,4.0,2.6,14.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.22
Unscored,Y,H3653,MEDICAL MUTUAL OF OHIO,Paramount Elite Medicare Plans,15240,3.5,4.4,3.0,7.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.63
Unscored,Y,H3672,"The Health Plan of West Virginia, Inc.",The Health Plan,7271,3.5,4.3,2.8,3.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.41
Unscored,Y,H3755,St Francis Health System & St John Health System,CommunityCare Senior Health Plan (HMO),37953,3.5,4.2,3.2,18.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.59
Unscored,Y,H3979,Health Care Service Corporation,Blue Cross and Blue Shield of Oklahoma,3188,3.5,4.1,3.1,1.6,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.39
Unscored,,H4005,Guidewell Mutual Holding Corporation,Triple-S Advantage,6601,3.5,4.0,3.2,3.2,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,1.4,0.00,0.45,3.49
Unscored,,H4213,USAble Mutual Insurance Company,Arkansas Blue Medicare,2288,3.5,4.1,2.6,1.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.30
Unscored,Y,H4605,"Cambia Health Solutions, Inc.",Regence BlueCross BlueShield of Utah,7257,3.5,4.4,3.0,3.5,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.65
Unscored,Y,H5106,Highmark Health,Highmark Blue Cross Blue Shield,15915,3.5,4.2,3.1,7.8,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,1.2,0.00,0.16,3.49
Unscored,Y,H5325,CVS Health Corporation,Aetna Medicare,18871,3.5,4.1,2.8,9.2,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.25
Unscored,Y,H5900,Blue Cross Blue Shield of Michigan Mutual Ins. Co.,Wellmark Advantage Health Plan,43913,3.5,4.1,3.4,21.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.66
Unscored,,H5995,ATRIO Health Plans,ATRIO Health Plans,196,2.5,4.0,2.2,0.2,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,,0.00,,2.62
Unscored,,H6078,"Elevance Health, Inc.",Blue Medicare Advantage,21190,3.5,4.4,3.0,10.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.60
Unscored,Y,H6202,Blue Cross Blue Shield of Michigan Mutual Ins. Co.,NextBlue of North Dakota,6683,3.5,4.3,3.3,3.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.54
Unscored,Y,H6529,"SIHO Holding, Inc.",MyTruAdvantage,2291,3.5,4.2,3.0,1.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.44
Unscored,Y,H6595,"UnitedHealth Group, Inc.",UnitedHealthcare,28812,3.5,4.3,2.4,14.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.37
Unscored,,H6832,"Curana Health Holdings, LLC",Align Senior Care,1440,2.5,4.1,1.9,1.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,,0.00,,2.50
Unscored,Y,H6874,"Aspirus, Inc.",Aspirus Health Plan,6039,3.5,4.2,3.1,2.9,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.40
Unscored,,H7063,Blue Cross Blue Shield of Kansas,Blue Cross and Blue Shield of Kansas,10240,3.5,4.0,3.0,5.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.49
Unscored,Y,H8145,Humana Inc.,Humana,29536,3.5,4.2,3.1,14.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.33
Unscored,Y,H8604,"The Health Plan of West Virginia, Inc.",The Health Plan,6899,3.5,4.4,2.9,3.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.48
Unscored,,H8649,CVS Health Corporation,Aetna Medicare,1434,3.5,4.0,2.9,0.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.03,0.00,3.38
Unscored,,H8947,"West Virginia United Health System, Inc.",Peak Health,12475,3.5,4.0,3.2,6.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.71
Unscored,Y,H9042,"SIHO Holding, Inc.",MyTruAdvantage,8430,3,4.3,2.8,8.7,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.22
Unscored,,H9153,"SNP Holdings, LLC",West Virginia Senior Advantage,1607,3,4.1,2.6,1.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,,0.00,,2.98
Unscored,,R0110,Humana Inc.,Humana,39605,3.5,4.2,3.1,19.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.58
Unscored,Y,R0759,"UnitedHealth Group, Inc.",UnitedHealthcare,20522,3.5,4.3,3.0,10.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER,0.0,0.0,0.00,0.00,3.44
Unscored,,R4182,Humana Inc.,Humana,12402,3.5,4.2,2.7,6.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.0,0.00,0.00,3.43
Unscored,,R5941,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,13568,3.5,4.3,2.9,6.6,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026,0.0,0.9,0.00,0.14,3.59
Unscored,,H2456,UCare Minnesota,UCare's MSHO,,3,3.3,2.8,,,,low,missing enrollment or measure-level stars,,,,,3.09
Unscored,,H3071,Group 1001,Clear Spring Health,,3,2.7,2.9,,,,low,missing enrollment or measure-level stars,,,,,2.81
Unscored,,H3536,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,,3.5,3.5,2.8,,,,low,missing enrollment or measure-level stars,,,,,3.25
Unscored,,H5937,UCare Minnesota,UCare,,3,3.5,2.6,,,,low,missing enrollment or measure-level stars,,,,,3.12
Unscored,,H6379,Group 1001,Clear Spring Health,,3,2.1,3.4,,,,low,missing enrollment or measure-level stars,,,,,2.81
Unscored,,H6672,Group 1001,Clear Spring Health,,2.5,1.7,2.7,,,,low,missing enrollment or measure-level stars,,,,,2.24
